# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	30657	31397	-	CKJGAP_00031		Cobalt ABC transporter ATP-binding protein	RefSeq:WP_146840959.1, SO:0001217, UniParc:UPI001172EBC0, UniRef:UniRef100_A0A511J5U2, UniRef:UniRef50_A0A161YJW1, UniRef:UniRef90_A0A511J5U2
contig_1	cds	31394	32104	-	CKJGAP_00032		Biotin transporter	KEGG:K03523, RefSeq:WP_146840960.1, SO:0001217, UniParc:UPI0011695F0C, UniRef:UniRef100_A0A511J6P3, UniRef:UniRef50_A0A1M3F7L0, UniRef:UniRef90_A0A511J6P3
contig_1	cds	32423	34261	+	CKJGAP_00033		Putative peroxidase	RefSeq:WP_146840961.1, SO:0001217, UniParc:UPI00116B4682, UniRef:UniRef100_A0A511J5W7, UniRef:UniRef50_A0A840NX68, UniRef:UniRef90_A0A511J5W7
contig_1	cds	34325	35923	+	CKJGAP_00034	abc-f	ribosomal protection-like ABC-F family protein	GO:0003677, GO:0005524, GO:0016887, RefSeq:WP_146840962.1, SO:0001217, UniParc:UPI00116651D5, UniRef:UniRef100_A0A511J5V3, UniRef:UniRef50_F8A7K9, UniRef:UniRef90_F8A7K9
contig_1	cds	35928	36812	-	CKJGAP_00035		SURF1-like protein	SO:0001217, UniParc:UPI001173BC89, UniRef:UniRef100_A0A511J5V2, UniRef:UniRef50_A0A0V8SDA9, UniRef:UniRef90_A0A511J5V2
contig_1	cds	36821	37090	-	CKJGAP_00036		Acetone carboxylase	RefSeq:WP_146840964.1, SO:0001217, UniParc:UPI001166E881, UniRef:UniRef100_A0A511J5V1, UniRef:UniRef50_A0A511J5V1, UniRef:UniRef90_A0A511J5V1
contig_1	cds	37087	37428	-	CKJGAP_00037		DUF3099 domain-containing protein	RefSeq:WP_246117227.1, SO:0001217, UniParc:UPI0011742BC8, UniRef:UniRef100_A0A511J5V0, UniRef:UniRef50_A0A0T0MFS3, UniRef:UniRef90_A0A511J5V0
contig_1	cds	37643	37936	+	CKJGAP_00038		Cysteine-rich CPCC domain-containing protein	SO:0001217, UniParc:UPI000A8FB658, UniRef:UniRef100_A0A511J6R7, UniRef:UniRef50_A0A511J6R7, UniRef:UniRef90_A0A511J6R7
contig_1	cds	38176	38535	+	CKJGAP_00039		Transposase DDE domain-containing protein	RefSeq:WP_186812527.1, SO:0001217, UniParc:UPI00116BB6A7, UniRef:UniRef100_A0A511J5U8, UniRef:UniRef50_A0A919NYN5, UniRef:UniRef90_A0A511J5U8
contig_1	cds	38532	38840	-	CKJGAP_00040		dATP/dGTP diphosphohydrolase N-terminal domain-containing protein	RefSeq:WP_222593103.1, SO:0001217, UniParc:UPI000A99F850, UniRef:UniRef100_A0A511J5X6, UniRef:UniRef50_A0A0D0NB41, UniRef:UniRef90_A0A511J5X6
contig_1	cds	39059	39790	+	CKJGAP_00041		Beta-ketoacyl-ACP reductase	RefSeq:WP_146840967.1, SO:0001217, UniParc:UPI00116CA285, UniRef:UniRef100_A0A511J5U9, UniRef:UniRef50_P9WGT3, UniRef:UniRef90_A0A511J5U9
contig_1	cds	39874	40644	+	CKJGAP_00042	fabI	enoyl-ACP reductase FabI	EC:1.3.1.9, GO:0004318, GO:0006633, RefSeq:WP_146840968.1, SO:0001217, UniParc:UPI000A7721C5, UniRef:UniRef100_A0A511J6Q1, UniRef:UniRef50_A0A960HV11, UniRef:UniRef90_F8A7K4
contig_1	cds	40660	41193	+	CKJGAP_00043		Phosphoglycerate mutase	RefSeq:WP_146840969.1, SO:0001217, UniParc:UPI00116D126C, UniRef:UniRef100_A0A511J5X8, UniRef:UniRef50_A0A7W8SG80, UniRef:UniRef90_A0A511J5X8
contig_1	cds	41230	41862	-	CKJGAP_00044	serB	phosphoserine phosphatase SerB	EC:3.1.3.3, GO:0006564, GO:0036424, KEGG:K01079, SO:0001217, UniRef:UniRef50_A0A168ESW8, UniRef:UniRef90_A0A511J5W1
contig_1	cds	41948	43195	-	CKJGAP_00045	glgC	glucose-1-phosphate adenylyltransferase	EC:2.7.7.27, GO:0005978, GO:0008878, SO:0001217, UniParc:UPI00117151B8, UniRef:UniRef100_A0A511J5W3, UniRef:UniRef50_P9WN43, UniRef:UniRef90_A0A3N2G1F4
contig_1	cds	43315	44544	+	CKJGAP_00046		Glycogen synthase	EC:2.4.1.342, KEGG:K16148, RefSeq:WP_146840971.1, SO:0001217, UniParc:UPI001171E419, UniRef:UniRef100_A0A511J5W2, UniRef:UniRef50_A0A2X4X167, UniRef:UniRef90_A0A511J5W2
contig_1	cds	44603	45406	-	CKJGAP_00047		Secreted protein	RefSeq:WP_146840972.1, SO:0001217, UniParc:UPI001171A4D7, UniRef:UniRef100_A0A511J5V9, UniRef:UniRef50_A0A4P7SHU9, UniRef:UniRef90_A0A511J5V9
contig_1	cds	45515	46300	+	CKJGAP_00048		Putative ABC transporter, ATP-binding protein	RefSeq:WP_146840973.1, SO:0001217, UniParc:UPI00116B697A, UniRef:UniRef100_A0A511J6S7, UniRef:UniRef50_A0A7K0BWF0, UniRef:UniRef90_A0A511J6S7
contig_1	cds	46438	46872	+	CKJGAP_00049		Membrane protein	RefSeq:WP_146840974.1, SO:0001217, UniParc:UPI001174507A, UniRef:UniRef100_A0A511J5V7, UniRef:UniRef50_A0A095Y5I9, UniRef:UniRef90_A0A511J5V7
contig_1	cds	46948	48144	+	CKJGAP_00050		Band 7 domain-containing protein	RefSeq:WP_146840975.1, SO:0001217, UniParc:UPI00116B00F6, UniRef:UniRef100_A0A511J5Y3, UniRef:UniRef50_K9EZP8, UniRef:UniRef90_A0A511J5Y3
contig_1	cds	48377	48940	+	CKJGAP_00051		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5P9QAL9, UniRef:UniRef90_A0A511J5V5
contig_1	cds	48978	50720	+	CKJGAP_00052		Multidrug ABC transporter ATP-binding protein	RefSeq:WP_146840976.1, SO:0001217, UniParc:UPI0011750803, UniRef:UniRef100_A0A511J6Q9, UniRef:UniRef50_A0A221W1C6, UniRef:UniRef90_A0A511J6Q9
contig_1	cds	50717	52696	+	CKJGAP_00053		Multidrug ABC transporter ATP-binding protein	RefSeq:WP_146840977.1, SO:0001217, UniParc:UPI00116C6B74, UniRef:UniRef100_A0A511J5Y7, UniRef:UniRef50_A0A2X4U720, UniRef:UniRef90_A0A511J5Y7
contig_1	cds	52806	55763	+	CKJGAP_00054		Fungal lipase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A511J5X4, UniRef:UniRef90_A0A511J5X4
contig_1	cds	55780	57144	+	CKJGAP_00055		Major facilitator superfamily (MFS) profile domain-containing protein	RefSeq:WP_146840979.1, SO:0001217, UniParc:UPI00116DC1E0, UniRef:UniRef100_A0A511J5X5, UniRef:UniRef50_A0A510UVF7, UniRef:UniRef90_A0A511J5X5
contig_1	cds	57141	58346	+	CKJGAP_00056		Beta-xylanase	EC:3.2.1.8, KEGG:K01181, RefSeq:WP_146840980.1, SO:0001217, UniParc:UPI00116ACA94, UniRef:UniRef100_A0A511J5X3, UniRef:UniRef50_A0A3N4ZPL1, UniRef:UniRef90_A0A511J5X3
contig_1	cds	58379	59212	+	CKJGAP_00057		rRNA methyltransferase	SO:0001217, UniParc:UPI00117541B4, UniRef:UniRef100_A0A511J5X0, UniRef:UniRef50_V6L7D5, UniRef:UniRef90_A0A511J5X0
contig_1	cds	59237	59800	-	CKJGAP_00058		YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein	RefSeq:WP_146840982.1, SO:0001217, UniParc:UPI001174E01E, UniRef:UniRef100_A0A511J6T7, UniRef:UniRef50_A0A2P9FA91, UniRef:UniRef90_A0A511J6T7
contig_1	cds	59858	60397	-	CKJGAP_00059		PEBP family protein	RefSeq:WP_146840983.1, SO:0001217, UniParc:UPI00116916F1, UniRef:UniRef100_A0A511J5W5, UniRef:UniRef50_A0A401V3X1, UniRef:UniRef90_A0A511J5W5
contig_1	cds	60438	62165	-	CKJGAP_00060		Sulfate permease	KEGG:K03321, RefSeq:WP_246117228.1, SO:0001217, UniParc:UPI00116B9B8E, UniRef:UniRef100_A0A511J5Z2, UniRef:UniRef50_C7MFY9, UniRef:UniRef90_A0A511J5Z2
contig_1	cds	62162	62509	-	CKJGAP_00061	arsR	Putative transcriptional regulatory protein ArsR	RefSeq:WP_146840984.1, SO:0001217, UniParc:UPI00116B8934, UniRef:UniRef100_A0A511J5W9, UniRef:UniRef50_D5UFD9, UniRef:UniRef90_A0A511J5W9
contig_1	cds	62720	63541	+	CKJGAP_00062	recA	Protein RecA	RefSeq:WP_146840985.1, SO:0001217, UniParc:UPI0011757A70, UniRef:UniRef100_A0A511J6S4, UniRef:UniRef50_A0A2A9EXP6, UniRef:UniRef90_A0A511J6S4
contig_1	cds	63538	65268	+	CKJGAP_00063	umuC	UmuC domain-containing protein	KEGG:K14161, RefSeq:WP_146840986.1, SO:0001217, UniParc:UPI001170FE80, UniRef:UniRef100_A0A511J5Z7, UniRef:UniRef50_D5UFD7, UniRef:UniRef90_A0A511J5Z7
contig_1	cds	65261	68920	+	CKJGAP_00064		Error-prone DNA polymerase	EC:2.7.7.7, KEGG:K14162, RefSeq:WP_146840987.1, SO:0001217, UniParc:UPI00116654D1, UniRef:UniRef100_A0A511J5Y1, UniRef:UniRef50_Q6A780, UniRef:UniRef90_A0A511J5Y1
contig_1	cds	68936	69703	-	CKJGAP_00065		GP-PDE domain-containing protein	RefSeq:WP_146840988.1, SO:0001217, UniParc:UPI001175BC17, UniRef:UniRef100_A0A511J5Y0, UniRef:UniRef50_A0A511J5Y0, UniRef:UniRef90_A0A511J5Y0
contig_1	cds	69715	70338	-	CKJGAP_00066		Polyketide cyclase	RefSeq:WP_146840989.1, SO:0001217, UniParc:UPI0011BED8E4, UniRef:UniRef100_UPI0011BED8E4, UniRef:UniRef50_A0A919NIU3, UniRef:UniRef90_A0A511J5Y5
contig_1	cds	70504	72063	+	CKJGAP_00067		ATP-dependent DNA ligase	EC:6.5.1.1, GO:0003677, GO:0003910, GO:0005524, GO:0006281, GO:0006310, GO:0071897, RefSeq:WP_146840990.1, SO:0001217, UniParc:UPI00117111D2, UniRef:UniRef100_A0A511J5Y2, UniRef:UniRef50_A0A7U9L460, UniRef:UniRef90_A0A511J5Y2
contig_1	cds	72082	72636	-	CKJGAP_00068		Isochorismatase	RefSeq:WP_146840991.1, SO:0001217, UniParc:UPI000AD983B0, UniRef:UniRef100_A0A511J6U1, UniRef:UniRef50_A0A9P9Z9B8, UniRef:UniRef90_A0A511J6U1
contig_1	cds	72759	73631	+	CKJGAP_00069		AB hydrolase-1 domain-containing protein	RefSeq:WP_146840992.1, SO:0001217, UniParc:UPI00117243D4, UniRef:UniRef100_A0A511J5X9, UniRef:UniRef50_A0A7M4DHQ3, UniRef:UniRef90_A0A511J5X9
contig_1	cds	73704	74027	-	CKJGAP_00070		SHOCT domain-containing protein	RefSeq:WP_146840993.1, SO:0001217, UniParc:UPI0011749FF0, UniRef:UniRef100_A0A511J602, UniRef:UniRef50_D0L9X7, UniRef:UniRef90_A0A511J602
contig_1	cds	74077	74991	-	CKJGAP_00071		DUF1269 domain-containing protein	RefSeq:WP_246117229.1, SO:0001217, UniParc:UPI0011693555, UniRef:UniRef100_A0A511J5X2, UniRef:UniRef50_A0A511J5X2, UniRef:UniRef90_A0A511J5X2
contig_1	cds	75087	77726	+	CKJGAP_00072		HTH luxR-type domain-containing protein	KEGG:K03556, RefSeq:WP_146840994.1, SO:0001217, UniParc:UPI0011BE924D, UniRef:UniRef100_A0A511J6T4, UniRef:UniRef50_A0A511J6T4, UniRef:UniRef90_A0A511J6T4
contig_1	cds	77766	79088	-	CKJGAP_00073		MFS transporter	RefSeq:WP_146840995.1, SO:0001217, UniParc:UPI00116859C6, UniRef:UniRef100_A0A511J604, UniRef:UniRef50_A0A511J604, UniRef:UniRef90_A0A511J604
contig_1	cds	79141	80736	-	CKJGAP_00074		MFS transporter	RefSeq:WP_146840996.1, SO:0001217, UniParc:UPI0011665881, UniRef:UniRef100_A0A511J5Z1, UniRef:UniRef50_A0A4R1G142, UniRef:UniRef90_A0A511J5Z1
contig_1	cds	80747	83461	-	CKJGAP_00075		ATPase	RefSeq:WP_146840997.1, SO:0001217, UniParc:UPI0011689E5E, UniRef:UniRef100_A0A511J5Z0, UniRef:UniRef50_A0A511J5Z0, UniRef:UniRef90_A0A511J5Z0
contig_1	cds	83548	84165	-	CKJGAP_00076		Integral membrane protein	RefSeq:WP_146840998.1, SO:0001217, UniParc:UPI0011723751, UniRef:UniRef100_A0A511J5Z3, UniRef:UniRef50_A0A511J5Z3, UniRef:UniRef90_A0A511J5Z3
contig_1	cds	84321	84701	+	CKJGAP_00077		Membrane protein	RefSeq:WP_146840999.1, SO:0001217, UniParc:UPI001167CC27, UniRef:UniRef100_A0A511J5Z4, UniRef:UniRef50_A0A1M3LUH2, UniRef:UniRef90_A0A511J5Z4
contig_1	cds	84960	85625	-	CKJGAP_00078		Gram-positive cocci surface proteins LPxTG domain-containing protein	RefSeq:WP_186812528.1, SO:0001217, UniParc:UPI001649F159, UniRef:UniRef100_UPI001649F159, UniRef:UniRef50_A0A511JQD4, UniRef:UniRef90_A0A511J6V1
contig_1	cds	85792	86574	+	CKJGAP_00079	vanW	VanW domain-containing protein	KEGG:K18346, RefSeq:WP_146841000.1, SO:0001217, UniParc:UPI001168493D, UniRef:UniRef100_A0A511J5Y8, UniRef:UniRef50_A0A1V1RHI0, UniRef:UniRef90_A0A511J5Y8
contig_1	cds	86735	86989	-	CKJGAP_00080		Txe/YoeB family addiction module toxin	GO:0008219, RefSeq:WP_146841001.1, SO:0001217, UniParc:UPI00116FCC2B, UniRef:UniRef100_A0A511J610, UniRef:UniRef50_A0A924GF15, UniRef:UniRef90_A0A511J610
contig_1	cds	86986	87234	-	CKJGAP_00081		Antitoxin	KEGG:K19159, RefSeq:WP_146841002.1, SO:0001217, UniParc:UPI000A614305, UniRef:UniRef100_A0A511J5Y6, UniRef:UniRef50_V6K3H8, UniRef:UniRef90_A0A511J5Y6
contig_1	cds	87270	87683	-	CKJGAP_00082		VOC domain-containing protein	RefSeq:WP_371862452.1, SO:0001217, UniParc:UPI001174910C, UniRef:UniRef100_A0A511J6U4, UniRef:UniRef50_A1R1I4, UniRef:UniRef90_A0A511J6U4
contig_1	tRNA	87787	87869	-	CKJGAP_00083	trnL	tRNA-Leu(gag)	SO:0000264
contig_1	cds	88011	89216	+	CKJGAP_00084		AI-2E family transporter	KEGG:K20469, RefSeq:WP_146841003.1, SO:0001217, UniParc:UPI001175866A, UniRef:UniRef100_A0A511J612, UniRef:UniRef50_F6FTR2, UniRef:UniRef90_A0A511J612
contig_1	cds	89255	90370	+	CKJGAP_00085	ald	alanine dehydrogenase	EC:1.4.1.1, GO:0000286, GO:0042853, KEGG:K00259, RefSeq:WP_146841004.1, SO:0001217, UniParc:UPI00116E1EF6, UniRef:UniRef100_A0A511J601, UniRef:UniRef50_A0A4R4WST5, UniRef:UniRef90_A0A511J601
contig_1	cds	90414	91514	+	CKJGAP_00086		Lactate/malate dehydrogenase N-terminal domain-containing protein	RefSeq:WP_146841005.1, SO:0001217, UniParc:UPI00116EC7DE, UniRef:UniRef100_A0A511J600, UniRef:UniRef50_A0A4Y3KBT1, UniRef:UniRef90_A0A511J600
contig_1	cds	91556	92068	+	CKJGAP_00087		ACT domain-containing protein	RefSeq:WP_186812529.1, SO:0001217, UniParc:UPI001173A651, UniRef:UniRef100_A0A511J611, UniRef:UniRef50_A0A1M3F8U7, UniRef:UniRef90_A0A511J611
contig_1	cds	92052	92519	-	CKJGAP_00088	crcB	Fluoride ion transporter CrcB	RefSeq:WP_146841007.1, SO:0001217, UniParc:UPI00116D47BE, UniRef:UniRef100_A0A511J607, UniRef:UniRef50_A0A511J607, UniRef:UniRef90_A0A511J607
contig_1	cds	92725	94866	+	CKJGAP_00089		Peptidyl-dipeptidase Dcp	EC:3.4.15.5, KEGG:K01284, RefSeq:WP_146841008.1, SO:0001217, UniParc:UPI0011BE9CA3, UniRef:UniRef100_A0A511J6W1, UniRef:UniRef50_A0A853STP9, UniRef:UniRef90_A0A511J6W1
contig_1	cds	94863	96173	+	CKJGAP_00090		Peptidase M20	RefSeq:WP_146841009.1, SO:0001217, UniParc:UPI0011708302, UniRef:UniRef100_A0A511J5Z9, UniRef:UniRef50_A0A2T9XN85, UniRef:UniRef90_A0A511J5Z9
contig_1	cds	96227	96463	-	CKJGAP_00091		DUF4177 domain-containing protein	RefSeq:WP_146841010.1, SO:0001217, UniParc:UPI00116BAB54, UniRef:UniRef100_A0A511J619, UniRef:UniRef50_A0A0V8SHW5, UniRef:UniRef90_A0A511J619
contig_1	cds	96599	100702	-	CKJGAP_00092		Glycosyl hydrolase	RefSeq:WP_146841011.1, SO:0001217, UniParc:UPI0011BDF1D6, UniRef:UniRef100_A0A511J5Z5, UniRef:UniRef50_A0A2S6X983, UniRef:UniRef90_A0A511J5Z5
contig_1	cds	101036	101353	+	CKJGAP_00093		Primosomal protein	RefSeq:WP_146841012.1, SO:0001217, UniParc:UPI000B04D852, UniRef:UniRef100_A0A511J6V2, UniRef:UniRef50_F8A704, UniRef:UniRef90_A0A511J6V2
contig_1	cds	101426	101596	+	CKJGAP_00094		hypothetical protein	RefSeq:WP_186812530.1, SO:0001217, UniParc:UPI00116895AA, UniRef:UniRef100_A0A511J617, UniRef:UniRef50_A0A511J617, UniRef:UniRef90_A0A511J617
contig_1	cds	102036	103010	-	CKJGAP_00095		Oxidoreductase	RefSeq:WP_146841013.1, SO:0001217, UniParc:UPI0011750B59, UniRef:UniRef100_A0A511J606, UniRef:UniRef50_G9PDT9, UniRef:UniRef90_A0A511J606
contig_1	cds	103055	103930	+	CKJGAP_00096		undecaprenyl-diphosphate phosphatase	EC:3.6.1.27, GO:0016020, GO:0016311, GO:0050380, KEGG:K06153, RefSeq:WP_146841436.1, SO:0001217, UniParc:UPI001167B1B4, UniRef:UniRef100_A0A511J608, UniRef:UniRef50_A6W915, UniRef:UniRef90_A0A511J608
contig_1	cds	103955	105025	-	CKJGAP_00097	corA	Magnesium transport protein CorA	RefSeq:WP_246117231.1, SO:0001217, UniParc:UPI00116FBAA2, UniRef:UniRef100_A0A511J623, UniRef:UniRef50_A0A511J623, UniRef:UniRef90_A0A511J623
contig_1	cds	105097	106383	+	CKJGAP_00098	mshC	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	EC:6.3.1.13, GO:0010125, GO:0035446, RefSeq:WP_146841014.1, SO:0001217, UniParc:UPI0011752F46, UniRef:UniRef100_A0A511J618, UniRef:UniRef50_C5CBT9, UniRef:UniRef90_A0A511J618
