# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	12507	12626	+	BNINGP_00010		Transporter	RefSeq:WP_013769191.1, SO:0001217, UniParc:UPI00020BD75B, UniRef:UniRef100_A0AB38VUY6, UniRef:UniRef50_A0A0A0BCU6, UniRef:UniRef90_A0A401UZZ4
contig_1	tRNA	12666	12741	+	BNINGP_00011	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	cds	12899	13579	-	BNINGP_00012	rimL	Succinyl-CoA transferase Rv0802c	COG:COG1670, COG:JO, RefSeq:WP_013769192.1, SO:0001217, UniParc:UPI00020BD75C, UniRef:UniRef100_A0AB38VVA3, UniRef:UniRef50_A0A402DMD1, UniRef:UniRef90_A0AB38VVA3
contig_1	cds	13630	14193	-	BNINGP_00013		DinB-like domain-containing protein	RefSeq:WP_013769193.1, SO:0001217, UniParc:UPI00020BD75D, UniRef:UniRef100_A0AB38VY57, UniRef:UniRef50_F8A1M5, UniRef:UniRef90_A0AB38VY57
contig_1	cds	14360	14650	-	BNINGP_00014		hypothetical protein	RefSeq:WP_013769194.1, SO:0001217, UniParc:UPI00020BD803, UniRef:UniRef100_A0AB38VZ56, UniRef:UniRef50_A0A0A0BSG8, UniRef:UniRef90_A0AB38VZ56
contig_1	cds	14660	15265	-	BNINGP_00015		hypothetical protein	RefSeq:WP_013769195.1, SO:0001217, UniParc:UPI00020BD804, UniRef:UniRef100_A0AB38VU44, UniRef:UniRef50_A0AB38VU44, UniRef:UniRef90_A0AB38VU44
contig_1	cds	15262	16050	-	BNINGP_00016		hypothetical protein	RefSeq:WP_013769196.1, SO:0001217, UniParc:UPI00020BD805, UniRef:UniRef100_A0AB38W045, UniRef:UniRef50_A0A1G7UJX1, UniRef:UniRef90_A0AB38W045
contig_1	cds	16297	17022	+	BNINGP_00017	dnrI	Molybdopterin biosynthesis positive regulator	COG:COG3629, COG:K, RefSeq:WP_013769197.1, SO:0001217, UniParc:UPI00020BD806, UniRef:UniRef100_A0AB38VWG1, UniRef:UniRef50_A0A1E8CXC2, UniRef:UniRef90_A0AB38VWG1
contig_1	cds	17143	18066	+	BNINGP_00018	rbbA	ABC transporter ATP-binding protein	COG:COG1131, COG:JV, RefSeq:WP_013769198.1, SO:0001217, UniParc:UPI00020BD807, UniRef:UniRef100_A0AB38VZP2, UniRef:UniRef50_A0A7M4DP45, UniRef:UniRef90_A0A6C0FKG7
contig_1	cds	18063	18911	+	BNINGP_00019	yadH	Inner membrane transport permease	COG:COG0842, COG:V, KEGG:K09694, RefSeq:WP_013769199.1, SO:0001217, UniParc:UPI00020BD808, UniRef:UniRef100_A0AB38VU11, UniRef:UniRef50_A0A2W6U6A3, UniRef:UniRef90_A0AB38VU11
contig_1	cds	18908	19738	+	BNINGP_00020	yadH	Transport permease protein	COG:COG0842, COG:V, KEGG:K09694, RefSeq:WP_013769200.1, SO:0001217, UniParc:UPI00020BD809, UniRef:UniRef100_A0AB38VUR5, UniRef:UniRef50_R4SPJ2, UniRef:UniRef90_A0A402DMD5
contig_1	cds	19822	22959	-	BNINGP_00021	cenB	Endoglucanase B	COG:COG5297, COG:G, EC:3.2.1.4, GO:0008810, GO:0030245, GO:0030248, RefSeq:WP_013769201.1, SO:0001217, UniParc:UPI000012BDD4, UniRef:UniRef100_P26225, UniRef:UniRef50_P26225, UniRef:UniRef90_P26225
contig_1	cds	23083	24405	-	BNINGP_00022	oafA	Acyltransferase family	COG:COG1835, COG:M, RefSeq:WP_013769202.1, SO:0001217, UniParc:UPI00020BD80A, UniRef:UniRef100_A0AB38VVY4, UniRef:UniRef50_A0A0Q5JJN3, UniRef:UniRef90_A0AB38VVY4
contig_1	cds	24665	25693	-	BNINGP_00023		Mucin-associated surface protein (MASP)	RefSeq:WP_013769203.1, SO:0001217, UniParc:UPI00020BD80B, UniRef:UniRef100_A0AB38VUW0, UniRef:UniRef50_D5UFH8, UniRef:UniRef90_A0AB38VUW0
contig_1	cds	25860	26399	+	BNINGP_00024	ppiB	Peptidyl-prolyl cis-trans isomerase	COG:COG0652, COG:O, RefSeq:WP_013769204.1, SO:0001217, UniParc:UPI00020BD80C, UniRef:UniRef100_A0AB38VUE7, UniRef:UniRef50_A0A7J9VWR4, UniRef:UniRef90_A0A6C0FQ15
contig_1	cds	26550	27269	+	BNINGP_00025	glpG	Rhomboid family protein	COG:COG0705, COG:O, SO:0001217, UniParc:UPI000F71887D, UniRef:UniRef100_A0AB38VUA7, UniRef:UniRef50_A0A4P7SNF2, UniRef:UniRef90_F4H3V1
contig_1	cds	27559	27807	-	BNINGP_00026		Septation inhibitor protein	RefSeq:WP_013769206.1, SO:0001217, UniParc:UPI00020BD80E, UniRef:UniRef100_A0AB38VV01, UniRef:UniRef50_E6SEM0, UniRef:UniRef90_A0AB38VV01
contig_1	cds	27985	28851	+	BNINGP_00027	ylxW	DUF881 domain-containing protein	COG:COG3879, COG:S, RefSeq:WP_013769207.1, SO:0001217, UniParc:UPI00020BD80F, UniRef:UniRef100_F4H3V3, UniRef:UniRef50_A0A0T0MLS9, UniRef:UniRef90_F4H3V3
contig_1	cds	28844	29665	+	BNINGP_00028	srtA	Sortase (Surface protein transpeptidase)	COG:COG3764, COG:M, RefSeq:WP_013769208.1, SO:0001217, UniParc:UPI00020BD810, UniRef:UniRef100_A0AB38VY73, UniRef:UniRef50_C5BUR5, UniRef:UniRef90_A0AB38VY73
contig_1	cds	29715	29873	+	BNINGP_00029		Peptide/nickel transport system permease protein	RefSeq:WP_013769209.1, SO:0001217, UniParc:UPI00020BD811, UniRef:UniRef100_A0AB38VZ67, UniRef:UniRef50_A0A1G8NY77, UniRef:UniRef90_A0AB38VZ67
contig_1	cds	29875	30498	+	BNINGP_00030	pabA	aminodeoxychorismate/anthranilate synthase component II	COG:COG0512, COG:EH, RefSeq:WP_013769210.1, SO:0001217, UniParc:UPI00020BD812, UniRef:UniRef100_A0AB38VU57, UniRef:UniRef50_A0A8U0IG17, UniRef:UniRef90_A0A402DMC3
contig_1	cds	30677	32686	-	BNINGP_00031	pknB	Stk1 family PASTA domain-containing Ser/Thr kinase	COG:COG2815, COG:M, GO:0004672, GO:0005524, GO:0006468, RefSeq:WP_013769211.1, SO:0001217, UniParc:UPI00020BD813, UniRef:UniRef100_A0AB38W057, UniRef:UniRef50_A0A163QIQ6, UniRef:UniRef90_A0AB38W057
contig_1	cds	32686	33975	-	BNINGP_00032	sPS1	Serine/threonine-protein kinase PrkC	COG:COG0515, COG:T, RefSeq:WP_013769212.1, SO:0001217, UniParc:UPI00020BD814, UniRef:UniRef100_A0AB38VWH1, UniRef:UniRef50_A0A1I1AEV1, UniRef:UniRef90_A0AB38VWH1
contig_1	cds	33972	35423	-	BNINGP_00033	ftsI	Cell division protein FtsI	COG:COG0768, COG:DM, RefSeq:WP_013769213.1, SO:0001217, UniParc:UPI00020BD815, UniRef:UniRef100_A0AB38VZQ6, UniRef:UniRef50_F8A244, UniRef:UniRef90_A0A402DMF6
contig_1	cds	35420	36892	-	BNINGP_00034	ftsW	Cell division protein	COG:COG0772, COG:D, RefSeq:WP_013769214.1, SO:0001217, UniParc:UPI00020BD816, UniRef:UniRef100_A0AB38VU26, UniRef:UniRef50_A0A4U6N597, UniRef:UniRef90_A0A402DMB5
contig_1	cds	36903	38291	-	BNINGP_00035	pTC1	PP2C-family Ser/Thr phosphatase	COG:COG0631, COG:T, EC:3.1.3.16, KEGG:K20074, RefSeq:WP_013769215.1, SO:0001217, UniParc:UPI00020BD817, UniRef:UniRef100_A0AB38VUT6, UniRef:UniRef50_A0A168FKI1, UniRef:UniRef90_A0AB38VUT6
contig_1	cds	38295	38840	-	BNINGP_00036	fHA	FHA domain-containing protein	COG:COG1716, COG:T, RefSeq:WP_013769216.1, SO:0001217, UniParc:UPI00020BD818, UniRef:UniRef100_A0AB38VY61, UniRef:UniRef50_S3YJ46, UniRef:UniRef90_A0A6C0FY51
contig_1	cds	38850	39560	-	BNINGP_00037	fHA	FHA domain-containing protein	COG:COG1716, COG:T, RefSeq:WP_013769217.1, SO:0001217, UniParc:UPI00020BD819, UniRef:UniRef100_A0AB38VW04, UniRef:UniRef50_A0A0Q6G2C1, UniRef:UniRef90_A0A402DMA6
contig_1	tRNA	39819	39901	+	BNINGP_00038	trnL	tRNA-Leu(cag)	SO:0000264
contig_1	cds	40173	41777	-	BNINGP_00039		Transposase IS4 family protein	RefSeq:WP_013769218.1, SO:0001217, UniParc:UPI00020BD81A, UniRef:UniRef100_A0AB38VUX3, UniRef:UniRef50_D5UFJ3, UniRef:UniRef90_A0AB38VUX3
contig_1	cds	41807	42772	-	BNINGP_00040	xerD	Site-specific recombinase XerD	SO:0001217, UniParc:UPI00020BD81B, UniRef:UniRef100_A0AB38VUG2, UniRef:UniRef50_D5UFJ4, UniRef:UniRef90_A0AB38VUG2
contig_1	cds	42898	43131	-	BNINGP_00041	mscS	Putative MscS mechanosensitive ion channel	RefSeq:WP_013769220.1, SO:0001217, UniParc:UPI00020BD81C, UniRef:UniRef100_A0AB38VUC9, UniRef:UniRef50_D5UFJ5, UniRef:UniRef90_A0AB38VUC9
contig_1	cds	43705	44271	+	BNINGP_00042		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniParc:UPI000F70454B, UniRef:UniRef100_A0AB38VV17, UniRef:UniRef50_A0A255EFC5, UniRef:UniRef90_A0AB38VV17
contig_1	cds	44268	47624	+	BNINGP_00043	tolA	Type III restriction enzyme, res subunit	COG:COG3064, COG:M, RefSeq:WP_013769221.1, SO:0001217, UniParc:UPI00020BD81D, UniRef:UniRef100_A0AB38VVD6, UniRef:UniRef50_A0A9X2G9G1, UniRef:UniRef90_A0AB38VVD6
contig_1	cds	47626	48678	+	BNINGP_00044		Eco57I restriction-modification methylase	RefSeq:WP_013769222.1, SO:0001217, UniParc:UPI00020BD81E, UniRef:UniRef100_A0AB38VY88, UniRef:UniRef50_A0A1R1MAM2, UniRef:UniRef90_A0AB38VY88
contig_1	cds	48954	50051	+	BNINGP_00045	nucS	Protein of uncharacterized function DUF91	COG:COG1637, COG:L, SO:0001217, UniParc:UPI00020BD81F, UniRef:UniRef100_A0AB38VZ93, UniRef:UniRef50_C5C351, UniRef:UniRef90_A0AB38VZ93
contig_1	cds	50256	50828	-	BNINGP_00046		hypothetical protein	SO:0001217, UniParc:UPI00020BD820, UniRef:UniRef100_A0AB38VU71, UniRef:UniRef50_A0AB38VU71, UniRef:UniRef90_A0AB38VU71
contig_1	cds	51146	51922	+	BNINGP_00047		putative integral membrane protein	COG:COG5637, COG:S, RefSeq:WP_013769225.1, SO:0001217, UniParc:UPI00020BD821, UniRef:UniRef100_A0AB38W078, UniRef:UniRef50_A0A510V0V4, UniRef:UniRef90_A0AB38W078
contig_1	cds	52023	54761	-	BNINGP_00048	celA1	Endoglucanase	COG:COG5297, COG:G, RefSeq:WP_013769226.1, SO:0001217, UniParc:UPI00020BD822, UniRef:UniRef100_A0AB38VWI6, UniRef:UniRef50_A0A0Q7MKV5, UniRef:UniRef90_A0A6C0FY40
contig_1	cds	55006	56625	+	BNINGP_00049		hypothetical protein	PFAM:PF09346.15, RefSeq:WP_013769227.1, SO:0001217, UniParc:UPI00020BD8AA, UniRef:UniRef100_A0AB38VZS3, UniRef:UniRef50_A0AB38VZS3, UniRef:UniRef90_A0AB38VZS3
contig_1	cds	56821	58494	+	BNINGP_00050	yopM	Internalin-A	COG:COG4886, COG:U, RefSeq:WP_013769228.1, SO:0001217, UniParc:UPI00020BD8AB, UniRef:UniRef100_A0AB38VU41, UniRef:UniRef50_A0A919P031, UniRef:UniRef90_A0AB38VU41
contig_1	cds	58596	60914	-	BNINGP_00051	yhgE	X-X-X-Leu-X-X-Gly heptad repeats	COG:COG1511, COG:S, RefSeq:WP_013769229.1, SO:0001217, UniParc:UPI00020BD8AC, UniRef:UniRef100_A0AB38VUV3, UniRef:UniRef50_A0A4R0HJ79, UniRef:UniRef90_A0AB38VUV3
contig_1	cds	60916	61563	-	BNINGP_00052		DUF4203 domain-containing protein	RefSeq:WP_013769230.1, SO:0001217, UniParc:UPI00020BD8AD, UniRef:UniRef100_A0AB38VY78, UniRef:UniRef50_A0A0T0MIX7, UniRef:UniRef90_A0AB38VY78
contig_1	cds	61898	62689	+	BNINGP_00053		hypothetical protein	PFAM:PF12708.12, RefSeq:WP_013769231.1, SO:0001217, UniParc:UPI00020BD8AE, UniRef:UniRef100_A0AB38VW11, UniRef:UniRef50_A0AB38VW11, UniRef:UniRef90_A0AB38VW11
contig_1	cds	62804	63334	-	BNINGP_00054	hipB	Anaerobic benzoate catabolism transcriptional regulator	COG:COG1396, COG:K, KEGG:K27043, RefSeq:WP_013769232.1, SO:0001217, UniParc:UPI00020BD8AF, UniRef:UniRef100_A0AB38VUY7, UniRef:UniRef50_A0A402DMX4, UniRef:UniRef90_A0AB38VUY7
contig_1	cds	63553	64857	-	BNINGP_00055	norM	MATE efflux family protein	COG:COG0534, COG:V, SO:0001217, UniParc:UPI0003195D3C, UniRef:UniRef100_A0AB38VUH7, UniRef:UniRef50_A0A024H903, UniRef:UniRef90_F4H3X9
contig_1	cds	65190	66569	+	BNINGP_00056	dnaB	replicative DNA helicase	COG:COG0305, COG:L, EC:5.6.2.3, GO:0003677, GO:0003678, GO:0005524, GO:0006260, KEGG:K02314, RefSeq:WP_013769234.1, SO:0001217, UniParc:UPI00020BD8B1, UniRef:UniRef100_A0AB38VUE4, UniRef:UniRef50_A0A5N6MWU0, UniRef:UniRef90_A0A4Y8URM3
contig_1	cds	66666	67247	-	BNINGP_00057	acrR	TetR family transcriptional regulator	COG:COG1309, COG:K, KEGG:K20325, RefSeq:WP_013769235.1, SO:0001217, UniParc:UPI00020BD8B2, UniRef:UniRef100_A0AB38VV31, UniRef:UniRef50_A0A653LYH0, UniRef:UniRef90_A0A0A0BCV5
contig_1	cds	67359	68102	+	BNINGP_00058		3-hydroxyisobutyrate dehydrogenase	COG:COG2085, COG:R, RefSeq:WP_013769236.1, SO:0001217, UniParc:UPI00020BD8B3, UniRef:UniRef100_A0AB38VVF4, UniRef:UniRef50_A0A841GXD0, UniRef:UniRef90_A0A0A0BEZ2
contig_1	cds	68149	69144	+	BNINGP_00059	qor	Enoyl reductase (ER) domain-containing protein	COG:COG0604, COG:CR, RefSeq:WP_013769237.1, SO:0001217, UniParc:UPI00020BD8B4, UniRef:UniRef100_A0AB38VYA8, UniRef:UniRef50_A0A0A0BAN6, UniRef:UniRef90_A0A0A0BAN6
contig_1	cds	69289	69669	-	BNINGP_00060	phnB	VOC domain-containing protein	COG:C, COG:COG2764, RefSeq:WP_013769238.1, SO:0001217, UniParc:UPI00020BD8B5, UniRef:UniRef100_A0AB38VZA7, UniRef:UniRef50_A0A510V848, UniRef:UniRef90_A0A510V848
contig_1	cds	69870	71162	+	BNINGP_00061	nhaP	Potassium/proton antiporter	COG:COG0025, COG:P, KEGG:K24160, RefSeq:WP_013769239.1, SO:0001217, UniParc:UPI00020BD8B6, UniRef:UniRef100_A0AB38VU84, UniRef:UniRef50_A0A328NH13, UniRef:UniRef90_A0AB38VU84
contig_1	cds	71502	72398	+	BNINGP_00062	fabG	NAD(P)-dependent oxidoreductase	COG:COG1028, COG:I, RefSeq:WP_013769240.1, SO:0001217, UniParc:UPI00020BD8B7, UniRef:UniRef100_A0AB38W089, UniRef:UniRef50_A0A3S5EV83, UniRef:UniRef90_A0A0T0MLH0
contig_1	cds	72586	73626	+	BNINGP_00063		Short repeats of uncharacterized function	RefSeq:WP_013769241.1, SO:0001217, UniParc:UPI00020BD8B8, UniRef:UniRef100_A0AB38VWK1, UniRef:UniRef50_A0A4Y3KSG5, UniRef:UniRef90_A0AB38VWK1
contig_1	cds	73816	74295	-	BNINGP_00064	yzzA	Pyridoxamine 5'-phosphate oxidase family protein	COG:COG3871, COG:S, RefSeq:WP_013769242.1, SO:0001217, UniParc:UPI00020BD8B9, UniRef:UniRef100_A0AB38VZT8, UniRef:UniRef50_A0A143QFK5, UniRef:UniRef90_A0A6C0FTY1
contig_1	cds	74607	75332	+	BNINGP_00065	dLH	Alpha/beta hydrolase family	COG:COG0412, COG:Q, RefSeq:WP_013769243.1, SO:0001217, UniParc:UPI00020BD8BA, UniRef:UniRef100_A0AB38VU52, UniRef:UniRef50_A0A0L0KHE2, UniRef:UniRef90_A0AB38VU52
contig_1	cds	75454	75939	-	BNINGP_00066	ridA	Endoribonuclease L-PSP	COG:COG0251, COG:V, RefSeq:WP_013769244.1, SO:0001217, UniParc:UPI00020BD8BB, UniRef:UniRef100_A0AB38VUW5, UniRef:UniRef50_A0A0A0BDB5, UniRef:UniRef90_A0AB38VUW5
contig_1	cds	75936	77147	-	BNINGP_00067	araJ	MFS family transporter protein	COG:COG2814, COG:G, RefSeq:WP_013769245.1, SO:0001217, UniParc:UPI00020BD8BC, UniRef:UniRef100_A0AB38VY92, UniRef:UniRef50_A0A0A0BCI8, UniRef:UniRef90_A0AB38VY92
contig_1	cds	77144	78010	-	BNINGP_00068	pgaB	Outer membrane N-deacetylase	COG:COG0726, COG:GM, RefSeq:WP_013769246.1, SO:0001217, UniParc:UPI00020BD8BD, UniRef:UniRef100_A0AB38VW35, UniRef:UniRef50_A0A0A0BCU2, UniRef:UniRef90_A0AB38VW35
contig_1	cds	78007	79668	-	BNINGP_00069	ydhS	Uncharacterized protein conserved in bacteria	COG:COG4529, COG:R, RefSeq:WP_013769247.1, SO:0001217, UniParc:UPI00020BD8BE, UniRef:UniRef100_A0AB38VV05, UniRef:UniRef50_A0A0A0BEY2, UniRef:UniRef90_A0AB38VV05
contig_1	cds	79665	80486	-	BNINGP_00070	wcaA	Chondroitin polymerase	COG:COG0463, COG:M, RefSeq:WP_013769248.1, SO:0001217, UniParc:UPI00020BD8BF, UniRef:UniRef100_A0AB38VUI8, UniRef:UniRef50_A0A0A0BAM4, UniRef:UniRef90_A0AB38VUI8
contig_1	cds	80498	81913	-	BNINGP_00071		FAD dependent oxidoreductase	COG:COG1233, COG:Q, RefSeq:WP_013769249.1, SO:0001217, UniParc:UPI00020BD8C0, UniRef:UniRef100_A0AB38VUF7, UniRef:UniRef50_A0A0A0BDA9, UniRef:UniRef90_A0AB38VUF7
contig_1	cds	81910	82791	-	BNINGP_00072	wcaE	Chondroitin polymerase	COG:COG1216, COG:G, RefSeq:WP_013769250.1, SO:0001217, UniParc:UPI00020BD8C1, UniRef:UniRef100_A0AB38VV39, UniRef:UniRef50_A0A0A0BCI0, UniRef:UniRef90_A0AB38VV39
contig_1	cds	83113	84279	-	BNINGP_00073	hutI	imidazolonepropionase	COG:COG1228, COG:Q, EC:3.5.2.7, GO:0005737, GO:0016812, GO:0019556, GO:0050480, KEGG:K01468, RefSeq:WP_013769251.1, SO:0001217, UniParc:UPI00020BD8C2, UniRef:UniRef100_A0AB38VVG7, UniRef:UniRef50_C5C8I6, UniRef:UniRef90_A0A401UZ94
contig_1	cds	84276	85613	-	BNINGP_00074	ssnA	formimidoylglutamate deiminase	COG:COG0402, COG:FR, EC:3.5.3.13, GO:0016810, KEGG:K05603, RefSeq:WP_013769252.1, SO:0001217, UniParc:UPI00020BD8C3, UniRef:UniRef100_A0AB38VYC1, UniRef:UniRef50_W7J5U0, UniRef:UniRef90_A0AB38VYC1
contig_1	cds	85610	86839	-	BNINGP_00075	argE	allantoate amidohydrolase	COG:COG0624, COG:E, GO:0016813, RefSeq:WP_013769253.1, SO:0001217, UniParc:UPI00020BD8C4, UniRef:UniRef100_A0AB38VZB8, UniRef:UniRef50_A0A221W8W1, UniRef:UniRef90_A0AB38VZB8
contig_1	cds	86836	88500	-	BNINGP_00076	hutU	urocanate hydratase	COG:COG2987, COG:E, EC:4.2.1.49, GO:0006548, GO:0016153, KEGG:K01712, RefSeq:WP_013769254.1, SO:0001217, UniParc:UPI00020BD8C5, UniRef:UniRef100_A0AB38VU98, UniRef:UniRef50_P25080, UniRef:UniRef90_A0A0T0MI15
contig_1	cds	88497	90128	-	BNINGP_00077	hutH	histidine ammonia-lyase	COG:COG2986, COG:E, EC:4.3.1.3, GO:0004397, GO:0005737, GO:0006548, KEGG:K01745, RefSeq:WP_013769255.1, SO:0001217, UniParc:UPI00020BD8C6, UniRef:UniRef100_A0AB38W0A3, UniRef:UniRef50_P24221, UniRef:UniRef90_A0AB38W0A3
contig_1	cds	90200	90982	+	BNINGP_00078	iclR	Acetate operon repressor	COG:COG1414, COG:K, RefSeq:WP_013769256.1, SO:0001217, UniParc:UPI00020BD8C7, UniRef:UniRef100_A0AB38VWL3, UniRef:UniRef50_A0A437PCL8, UniRef:UniRef90_A0AB38VWL3
contig_1	cds	91704	93299	-	BNINGP_00079		Sugar efflux transporter B	SO:0001217, UniParc:UPI0006747A27, UniRef:UniRef100_A0AB38VZU9, UniRef:UniRef50_A0AB38VZU9, UniRef:UniRef90_A0AB38VZU9
contig_1	cds	93338	94486	+	BNINGP_00080	nagC	Glucokinase	COG:COG1940, COG:GK, RefSeq:WP_013769258.1, SO:0001217, UniParc:UPI00020BD8C9, UniRef:UniRef100_A0AB38VU68, UniRef:UniRef50_A0A1Q9LQM2, UniRef:UniRef90_A0AB38VU68
contig_1	cds	94494	96212	-	BNINGP_00081	betA	Cholesterol oxidase	COG:COG2303, COG:IR, EC:1.1.3.6, KEGG:K03333, RefSeq:WP_013769259.1, SO:0001217, UniParc:UPI00020BD955, UniRef:UniRef100_A0AB38VUY5, UniRef:UniRef50_A0A0H5NJN0, UniRef:UniRef90_A0AB38VUY5
contig_1	cds	96472	97689	+	BNINGP_00082	bglX	Beta-hexosaminidase	COG:COG1472, COG:G, SO:0001217, UniParc:UPI00020BD956, UniRef:UniRef100_A0AB38VYA2, UniRef:UniRef50_A0A0A0BXT5, UniRef:UniRef90_A0AB38VYA2
contig_1	cds	97706	97816	+	BNINGP_00083		hypothetical protein	SO:0001217, UniParc:UPI00020BD957, UniRef:UniRef100_A0AB38VW49, UniRef:UniRef50_A0AB38VW49, UniRef:UniRef90_A0AB38VW49
contig_1	cds	97813	98172	+	BNINGP_00084	ridA	Pyrimidine utilization protein C	COG:COG0251, COG:V, RefSeq:WP_013769262.1, SO:0001217, UniParc:UPI00020BD958, UniRef:UniRef100_A0AB38VV16, UniRef:UniRef50_A0A402DQJ7, UniRef:UniRef90_A0AB38VV16
contig_1	cds	98317	99336	+	BNINGP_00085	purR	Cryptic asc operon repressor	COG:COG1609, COG:K, RefSeq:WP_013769263.1, SO:0001217, UniParc:UPI00020BD959, UniRef:UniRef100_A0AB38VUL0, UniRef:UniRef50_A0A0M2HFF5, UniRef:UniRef90_A0AB38VUL0
contig_1	cds	99550	100845	+	BNINGP_00086	ugpB	Lactose-binding protein	COG:COG1653, COG:G, RefSeq:WP_013769264.1, SO:0001217, UniParc:UPI00020BD95A, UniRef:UniRef100_A0AB38VUH2, UniRef:UniRef50_A0A175RHQ2, UniRef:UniRef90_A0AB38VUH2
contig_1	cds	100869	101873	+	BNINGP_00087	ugpA	Inner membrane ABC transporter permease protein ycjO	COG:COG1175, COG:G, SO:0001217, UniParc:UPI00020BD95B, UniRef:UniRef100_A0AB38VV63, UniRef:UniRef50_A0A0M0F8B9, UniRef:UniRef90_A0AB38VV63
contig_1	cds	101873	102766	+	BNINGP_00088	ugpE	Inner membrane ABC transporter permease protein ycjP	COG:COG0395, COG:G, RefSeq:WP_013769266.1, SO:0001217, UniParc:UPI00020BD95C, UniRef:UniRef100_A0AB38VVI2, UniRef:UniRef50_A0A1R1I5Y4, UniRef:UniRef90_A0AB38VVI2
contig_1	cds	102798	103235	+	BNINGP_00089		DUF3237 domain-containing protein	RefSeq:WP_013769267.1, SO:0001217, UniParc:UPI00020BD95D, UniRef:UniRef100_A0AB38VYD6, UniRef:UniRef50_A0A222XD13, UniRef:UniRef90_A0AB38VYD6
