# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	10946	11494	+	BDPILM_00011		Zinc finger CGNR domain-containing protein	RefSeq:WP_146952198.1, SO:0001217, UniParc:UPI00118FC0D4, UniRef:UniRef100_A0A512PB67, UniRef:UniRef50_F8A096, UniRef:UniRef90_A0A512PB67
contig_1	cds	11653	12138	+	BDPILM_00012		Levansucrase	RefSeq:WP_146952197.1, SO:0001217, UniParc:UPI0011929EB0, UniRef:UniRef100_A0A512PBG1, UniRef:UniRef50_A0A222X600, UniRef:UniRef90_A0A512PBG1
contig_1	cds	12195	14843	+	BDPILM_00013	valS	valine--tRNA ligase	EC:6.1.1.9, GO:0000166, GO:0002161, GO:0004832, GO:0005524, GO:0006438, KEGG:K01873, RefSeq:WP_146952196.1, SO:0001217, UniParc:UPI00119037E9, UniRef:UniRef100_A0A512PB63, UniRef:UniRef50_Q8G777, UniRef:UniRef90_A0A512PB63
contig_1	cds	15048	15857	+	BDPILM_00014		Basic amino acid ABC transporter substrate-binding protein	SO:0001217, UniParc:UPI0011923095, UniRef:UniRef100_A0A512PB64, UniRef:UniRef50_A0A0V8SGK6, UniRef:UniRef90_A0A512PB64
contig_1	cds	15859	16698	+	BDPILM_00015		ABC transmembrane type-1 domain-containing protein	RefSeq:WP_218866438.1, SO:0001217, UniParc:UPI00119206F4, UniRef:UniRef100_A0A512PB68, UniRef:UniRef50_A0A512DBV2, UniRef:UniRef90_A0A512PB68
contig_1	cds	16695	17477	+	BDPILM_00016		Peptide ABC transporter ATP-binding protein	RefSeq:WP_146952195.1, SO:0001217, UniParc:UPI001194F3CF, UniRef:UniRef100_A0A512PB75, UniRef:UniRef50_A0A2N9JLY8, UniRef:UniRef90_A0A512PB75
contig_1	cds	17487	18578	+	BDPILM_00017		Lipoprotein	RefSeq:WP_146952194.1, SO:0001217, UniParc:UPI00119310CC, UniRef:UniRef100_A0A512PB61, UniRef:UniRef50_A0A512PB61, UniRef:UniRef90_A0A512PB61
contig_1	cds	18613	20424	+	BDPILM_00018		Acyl-CoA synthetase	RefSeq:WP_146952193.1, SO:0001217, UniParc:UPI001195A941, UniRef:UniRef100_A0A512PBA0, UniRef:UniRef50_A0A0A0JC32, UniRef:UniRef90_A0A512PBA0
contig_1	cds	20440	21606	-	BDPILM_00019		Peptide chain release factor 1	RefSeq:WP_146952192.1, SO:0001217, UniParc:UPI001190EDC6, UniRef:UniRef100_A0A512PB69, UniRef:UniRef50_A0A1G6NBF3, UniRef:UniRef90_A0A512PB69
contig_1	cds	21764	22114	-	BDPILM_00020		chorismate mutase	EC:5.4.99.5, GO:0046417, KEGG:K04092, RefSeq:WP_146952191.1, SO:0001217, UniParc:UPI0011915C79, UniRef:UniRef100_A0A512PB59, UniRef:UniRef50_A0A2P7SI03, UniRef:UniRef90_A0A512PB59
contig_1	cds	22125	22826	-	BDPILM_00021	gntR	GntR family transcriptional regulator	RefSeq:WP_218866440.1, SO:0001217, UniParc:UPI0011951B53, UniRef:UniRef100_A0A512PB57, UniRef:UniRef50_A0A2A9CPA2, UniRef:UniRef90_A0A512PB57
contig_1	cds	23256	23891	+	BDPILM_00022		Adenylate kinase	RefSeq:WP_146952189.1, SO:0001217, UniParc:UPI0011921676, UniRef:UniRef100_A0A512PBF3, UniRef:UniRef50_A0A512PBF3, UniRef:UniRef90_A0A512PBF3
contig_1	cds	23970	24995	+	BDPILM_00023		ABC transporter substrate-binding protein	RefSeq:WP_146952188.1, SO:0001217, UniParc:UPI001190B35F, UniRef:UniRef100_A0A512PB54, UniRef:UniRef50_A0A1G6GVC0, UniRef:UniRef90_A0A512PB54
contig_1	cds	24992	25801	+	BDPILM_00024		Nitrate ABC transporter permease	RefSeq:WP_146952187.1, SO:0001217, UniParc:UPI001197708D, UniRef:UniRef100_A0A512PB53, UniRef:UniRef50_A0A6H2GY64, UniRef:UniRef90_A0A512PB53
contig_1	cds	25791	26603	+	BDPILM_00025		ABC transporter	RefSeq:WP_146952186.1, SO:0001217, UniParc:UPI001195D3FD, UniRef:UniRef100_A0A512PB55, UniRef:UniRef50_A0A089LKQ5, UniRef:UniRef90_A0A512PB55
contig_1	cds	26600	27562	+	BDPILM_00026		Thiamine pyrimidine synthase	RefSeq:WP_146952185.1, SO:0001217, UniParc:UPI001194D14B, UniRef:UniRef100_A0A512PB65, UniRef:UniRef50_A0A1G6GVR2, UniRef:UniRef90_A0A512PB65
contig_1	cds	27559	28572	+	BDPILM_00027		Luciferase-like domain-containing protein	RefSeq:WP_179561567.1, SO:0001217, UniParc:UPI0011911E30, UniRef:UniRef100_A0A512PB51, UniRef:UniRef50_A0A512PB51, UniRef:UniRef90_A0A512PB51
contig_1	cds	28569	29447	+	BDPILM_00028		Sulfurtransferase	RefSeq:WP_146952183.1, SO:0001217, UniParc:UPI0011927E1D, UniRef:UniRef100_A0A512PB90, UniRef:UniRef50_A0A252BUD1, UniRef:UniRef90_A0A512PB90
contig_1	cds	29529	30803	-	BDPILM_00029	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	COG:COG1219, COG:O, GO:0005524, GO:0008270, GO:0016887, GO:0046983, RefSeq:WP_146952182.1, SO:0001217, UniParc:UPI0011963FBA, UniRef:UniRef100_A0A512PB56, UniRef:UniRef50_C5BXF8, UniRef:UniRef90_A0A021VYM0
contig_1	cds	30989	31693	-	BDPILM_00030		ATP-dependent Clp protease proteolytic subunit	EC:3.4.21.92, KEGG:K01358, RefSeq:WP_223203480.1, SO:0001217, UniParc:UPI001196DCA6, UniRef:UniRef100_A0A512PB47, UniRef:UniRef50_P9WPC3, UniRef:UniRef90_A0A402DN12
contig_1	cds	31732	32355	-	BDPILM_00031	clpP	ATP-dependent Clp protease proteolytic subunit	COG:COG0740, COG:O, EC:3.4.21.92, KEGG:K01358, RefSeq:WP_146952181.1, SO:0001217, UniParc:UPI0011920FA8, UniRef:UniRef100_A0A512PB46, UniRef:UniRef50_D7BMY4, UniRef:UniRef90_A0A4Y3KJI1
contig_1	cds	32553	33980	-	BDPILM_00032	tig	trigger factor	EC:5.2.1.8, GO:0003755, GO:0005854, GO:0015031, GO:0051082, GO:0051083, SO:0001217, UniRef:UniRef50_A0A2T9XUZ7, UniRef:UniRef90_A0A512PBE2
contig_1	cds	34187	35542	-	BDPILM_00033		Glycosyl transferase	RefSeq:WP_146952179.1, SO:0001217, UniParc:UPI001192E364, UniRef:UniRef100_A0A512PB42, UniRef:UniRef50_A0A6C0FHE5, UniRef:UniRef90_A0A512PB42
contig_1	tRNA	35751	35821	+	BDPILM_00034	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	cds	36003	37121	+	BDPILM_00035		Putative prophage phiRv2 integrase	RefSeq:WP_179561568.1, SO:0001217, UniParc:UPI00119328E3, UniRef:UniRef100_A0A512PB43, UniRef:UniRef50_A0A512PB43, UniRef:UniRef90_A0A512PB43
contig_1	cds	37247	37375	-	BDPILM_00036		hypothetical protein	
contig_1	cds	37692	38021	-	BDPILM_00037		hypothetical protein	SO:0001217, UniParc:UPI00118F00B0, UniRef:UniRef100_A0A512PB58, UniRef:UniRef50_A0A512PB58, UniRef:UniRef90_A0A512PB58
contig_1	cds	38131	38832	-	BDPILM_00038		Secreted protein	RefSeq:WP_146952177.1, SO:0001217, UniParc:UPI0011948959, UniRef:UniRef100_A0A512PB41, UniRef:UniRef50_A0A512PB41, UniRef:UniRef90_A0A512PB41
contig_1	cds	39224	39394	-	BDPILM_00039		hypothetical protein	RefSeq:WP_179561569.1, SO:0001217, UniParc:UPI0015CCCDAA, UniRef:UniRef100_A0A512PB80, UniRef:UniRef50_A0A512PB80, UniRef:UniRef90_A0A512PB80
contig_1	cds	39448	40710	-	BDPILM_00040		DUF4440 domain-containing protein	RefSeq:WP_306458342.1, SO:0001217, UniParc:UPI00118F91EC, UniRef:UniRef100_A0A512PB48, UniRef:UniRef50_A0A512PB48, UniRef:UniRef90_A0A512PB48
contig_1	cds	41021	41854	-	BDPILM_00041		DUF5677 domain-containing protein	RefSeq:WP_146952176.1, SO:0001217, UniParc:UPI0011945326, UniRef:UniRef100_A0A512PB38, UniRef:UniRef50_A0A512PB38, UniRef:UniRef90_A0A512PB38
contig_1	tRNA	42034	42101	+	BDPILM_00042	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	cds	42193	42759	+	BDPILM_00043		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A512PB36, UniRef:UniRef90_A0A512PB36
contig_1	cds	42857	45406	+	BDPILM_00044		Fibronectin type-III domain-containing protein	RefSeq:WP_146952174.1, SO:0001217, UniParc:UPI001191FFD1, UniRef:UniRef100_A0A512PBD3, UniRef:UniRef50_A0A512PBD3, UniRef:UniRef90_A0A512PBD3
contig_1	cds	45585	48002	+	BDPILM_00045		Arabinan endo-1,5-alpha-L-arabinosidase	EC:3.2.1.99, KEGG:K06113, RefSeq:WP_179561570.1, SO:0001217, UniParc:UPI00118F2137, UniRef:UniRef100_A0A512PB35, UniRef:UniRef50_A0A7Y9FII6, UniRef:UniRef90_A0A512PB35
contig_1	cds	48075	48332	-	BDPILM_00046		hypothetical protein	RefSeq:WP_146952173.1, SO:0001217, UniParc:UPI0011975707, UniRef:UniRef100_A0A512PB33, UniRef:UniRef50_A0A512PB33, UniRef:UniRef90_A0A512PB33
contig_1	cds	48535	50151	-	BDPILM_00047		Chemotaxis protein	RefSeq:WP_146952172.1, SO:0001217, UniParc:UPI001192F5D5, UniRef:UniRef100_A0A512PB31, UniRef:UniRef50_A0A021VRD4, UniRef:UniRef90_A0A512PB31
contig_1	tRNA	50599	50672	-	BDPILM_00048	trnP	tRNA-Pro(tgg)	SO:0000268
contig_1	cds	50796	51569	-	BDPILM_00049		Short-chain dehydrogenase	RefSeq:WP_146952171.1, SO:0001217, UniParc:UPI0011930E10, UniRef:UniRef100_A0A512PB49, UniRef:UniRef50_A0A5B7US83, UniRef:UniRef90_A0A512PB49
contig_1	cds	52088	53023	+	BDPILM_00050	cysK	cysteine synthase A	COG:COG0031, COG:E, EC:2.5.1.47, GO:0004124, GO:0006535, RefSeq:WP_146952170.1, SO:0001217, UniParc:UPI00118EE30D, UniRef:UniRef100_A0A512PB30, UniRef:UniRef50_P71128, UniRef:UniRef90_A0A6C0FHD6
contig_1	cds	53034	53618	+	BDPILM_00051	epsC	serine O-acetyltransferase EpsC	GO:0006535, GO:0009001, RefSeq:WP_146952169.1, SO:0001217, UniParc:UPI00118EFB0E, UniRef:UniRef100_A0A512PB70, UniRef:UniRef50_A0A2N3FXK5, UniRef:UniRef90_A0A512PB70
contig_1	cds	53726	54760	+	BDPILM_00052		LLM class F420-dependent oxidoreductase	RefSeq:WP_146952168.1, SO:0001217, UniParc:UPI00118EE327, UniRef:UniRef100_A0A512PB37, UniRef:UniRef50_O53565, UniRef:UniRef90_A0A512PB37
contig_1	cds	55040	56434	+	BDPILM_00053		O-acetylhomoserine aminocarboxypropyltransferase	RefSeq:WP_223203479.1, SO:0001217, UniParc:UPI001195CE65, UniRef:UniRef100_A0A512PB28, UniRef:UniRef50_A0A348AEJ4, UniRef:UniRef90_A0A512PB28
contig_1	cds	56431	56916	+	BDPILM_00054		CoA-binding protein	RefSeq:WP_146952167.1, SO:0001217, UniParc:UPI0011972D55, UniRef:UniRef100_A0A512PB26, UniRef:UniRef50_A0A2H1K555, UniRef:UniRef90_A0A512PB26
contig_1	cds	56950	57285	+	BDPILM_00055		Methylated-DNA-[protein]-cysteine S-methyltransferase DNA binding domain-containing protein	KEGG:K07443, RefSeq:WP_146952166.1, SO:0001217, UniParc:UPI00118FD4B8, UniRef:UniRef100_A0A512PBC4, UniRef:UniRef50_A0A512PBC4, UniRef:UniRef90_A0A512PBC4
contig_1	cds	57331	58425	-	BDPILM_00056		Membrane protein	RefSeq:WP_146952165.1, SO:0001217, UniParc:UPI001196BD05, UniRef:UniRef100_A0A512PB25, UniRef:UniRef50_A0A4P7SQP3, UniRef:UniRef90_A0A512PB25
contig_1	cds	58535	59836	+	BDPILM_00057		UPF0256 protein	RefSeq:WP_146952164.1, SO:0001217, UniParc:UPI001194B7CF, UniRef:UniRef100_A0A512PB24, UniRef:UniRef50_A0A0M2H6Q2, UniRef:UniRef90_A0A512PB24
contig_1	cds	59905	60357	-	BDPILM_00058		ribose-5-phosphate isomerase	EC:5.3.1.6, GO:0005975, GO:0016853, KEGG:K01808, RefSeq:WP_146952163.1, SO:0001217, UniParc:UPI0011BD8AED, UniRef:UniRef100_A0A512PB23, UniRef:UniRef50_A0A0Q8ANG3, UniRef:UniRef90_A0A512PB23
contig_1	cds	60451	62427	+	BDPILM_00059		Peptidase M13	RefSeq:WP_146952162.1, SO:0001217, UniParc:UPI00118F89DA, UniRef:UniRef100_A0A512PB39, UniRef:UniRef50_A0A142YKT9, UniRef:UniRef90_A0A512PB39
contig_1	cds	62449	63078	-	BDPILM_00060		DSBA oxidoreductase	RefSeq:WP_223203478.1, SO:0001217, UniParc:UPI0011933EA7, UniRef:UniRef100_A0A512PB20, UniRef:UniRef50_A0A1C3NBV1, UniRef:UniRef90_A0A512PB20
contig_1	cds	63188	63739	-	BDPILM_00061		DUF6636 domain-containing protein	RefSeq:WP_223203477.1, SO:0001217, UniParc:UPI0011944047, UniRef:UniRef100_A0A512PB60, UniRef:UniRef50_A0A3M2JLR8, UniRef:UniRef90_A0A512PB60
contig_1	cds	63952	66546	+	BDPILM_00062	pepN	aminopeptidase N	EC:3.4.11.2, GO:0004177, GO:0006508, GO:0008237, GO:0008270, RefSeq:WP_146952161.1, SO:0001217, UniParc:UPI001190FF05, UniRef:UniRef100_A0A512PB27, UniRef:UniRef50_A0A022KZF7, UniRef:UniRef90_A0A512PB27
contig_1	cds	66568	67173	-	BDPILM_00063		Adenylate kinase	SO:0001217, UniParc:UPI00118FBAF9, UniRef:UniRef100_A0A512PB19, UniRef:UniRef50_A0A919TXN1, UniRef:UniRef90_A0A512PB19
contig_1	cds	67250	69385	-	BDPILM_00064	malQ	4-alpha-glucanotransferase	EC:2.4.1.25, GO:0004134, GO:0005980, KEGG:K00705, RefSeq:WP_223203476.1, SO:0001217, UniParc:UPI001193D56A, UniRef:UniRef100_A0A512PB16, UniRef:UniRef50_E7NBS9, UniRef:UniRef90_A0A512PB16
contig_1	cds	69551	71791	+	BDPILM_00065		prolyl oligopeptidase	EC:3.4.21.26, KEGG:K01322, RefSeq:WP_146952158.1, SO:0001217, UniParc:UPI00119615D7, UniRef:UniRef100_A0A512PBB1, UniRef:UniRef50_D2BCJ5, UniRef:UniRef90_A0A512PBB1
contig_1	cds	71788	72855	+	BDPILM_00066	mscS	Mechanosensitive ion channel protein MscS	RefSeq:WP_146952157.1, SO:0001217, UniParc:UPI00119695DE, UniRef:UniRef100_A0A512PB14, UniRef:UniRef50_A0A510UNY5, UniRef:UniRef90_A0A512PB14
contig_1	cds	72867	73322	-	BDPILM_00067		PTS glucose transporter subunit IIA	RefSeq:WP_146952156.1, SO:0001217, UniParc:UPI00119795CB, UniRef:UniRef100_A0A512PB11, UniRef:UniRef50_A0A0M0FBW8, UniRef:UniRef90_A0A512PB11
contig_1	cds	73338	73568	-	BDPILM_00068		PTS sugar transporter subunit IIB	RefSeq:WP_146952155.1, SO:0001217, UniParc:UPI001194C16B, UniRef:UniRef100_A0A512PB15, UniRef:UniRef50_A0A5P9Q5L7, UniRef:UniRef90_A0A4Y8UVF8
contig_1	cds	73697	75412	+	BDPILM_00069		Phosphoenolpyruvate-protein phosphotransferase	RefSeq:WP_223203475.1, SO:0001217, UniParc:UPI00118F10BF, UniRef:UniRef100_A0A512PB29, UniRef:UniRef50_J3JKQ3, UniRef:UniRef90_A0A512PB29
contig_1	cds	75461	75844	+	BDPILM_00070		Globin	RefSeq:WP_146952153.1, SO:0001217, UniParc:UPI001193F694, UniRef:UniRef100_A0A512PB12, UniRef:UniRef50_A0A094PW90, UniRef:UniRef90_A0A512PB12
contig_1	cds	75852	76730	+	BDPILM_00071		Acyl-CoA thioesterase II	RefSeq:WP_146952152.1, SO:0001217, UniParc:UPI001190E5E8, UniRef:UniRef100_A0A512PB50, UniRef:UniRef50_W0ZE15, UniRef:UniRef90_A0A512PB50
contig_1	cds	76793	78424	+	BDPILM_00072		NAD(P)-dependent oxidoreductase	RefSeq:WP_146952151.1, SO:0001217, UniParc:UPI0011905384, UniRef:UniRef100_A0A512PB18, UniRef:UniRef50_D2AR37, UniRef:UniRef90_A0A512PB18
contig_1	cds	78462	78965	-	BDPILM_00073		Thioesterase	EC:3.1.2.-, KEGG:K07107, RefSeq:WP_146952150.1, SO:0001217, UniParc:UPI00118F7C71, UniRef:UniRef100_A0A512PB09, UniRef:UniRef50_A0A1R4JCP5, UniRef:UniRef90_A0A512PB09
contig_1	cds	78962	80689	-	BDPILM_00074		G domain-containing protein	SO:0001217, UniParc:UPI00119081E6, UniRef:UniRef100_A0A512PB07, UniRef:UniRef50_A0A919P7R7, UniRef:UniRef90_A0A512PB07
contig_1	cds	80686	82662	-	BDPILM_00075		ABC transporter	RefSeq:WP_223203473.1, SO:0001217, UniParc:UPI0011953ADB, UniRef:UniRef100_A0A512PBA2, UniRef:UniRef50_A0A5P9Q8K7, UniRef:UniRef90_A0A512PBA2
contig_1	cds	82673	84355	-	BDPILM_00076	ettA	energy-dependent translational throttle protein EttA	COG:COG0488, COG:R, GO:0005524, GO:0045900, RefSeq:WP_146952149.1, SO:0001217, UniParc:UPI0011947392, UniRef:UniRef100_A0A512PB04, UniRef:UniRef50_P9WQK3, UniRef:UniRef90_C7R2W5
contig_1	cds	84480	85028	-	BDPILM_00077		Single-stranded DNA-binding protein	RefSeq:WP_146952148.1, SO:0001217, UniParc:UPI001192EAF7, UniRef:UniRef100_A0A512PB02, UniRef:UniRef50_A0A2T9XPB9, UniRef:UniRef90_A0A512PB02
contig_1	cds	85162	86667	-	BDPILM_00078		G domain-containing protein	RefSeq:WP_146952147.1, SO:0001217, UniParc:UPI001194DEEC, UniRef:UniRef100_A0A512PB00, UniRef:UniRef50_A0A512DCV6, UniRef:UniRef90_A0A512PB00
contig_1	cds	86664	88421	-	BDPILM_00079		Dynamin N-terminal domain-containing protein	RefSeq:WP_146952146.1, SO:0001217, UniParc:UPI0011913DD8, UniRef:UniRef100_A0A512PB17, UniRef:UniRef50_D5UCD3, UniRef:UniRef90_A0A512PB17
contig_1	tRNA	88574	88646	+	BDPILM_00080	trnR	tRNA-Arg(tct)	SO:0001036
contig_1	cds	89000	89488	-	BDPILM_00081		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A512PB03, UniRef:UniRef90_A0A512PB03
contig_1	cds	89744	90589	-	BDPILM_00082		DUF317 domain-containing protein	RefSeq:WP_223203514.1, SO:0001217, UniParc:UPI001193EC8E, UniRef:UniRef100_A0A512PB40, UniRef:UniRef50_A0A512PB40, UniRef:UniRef90_A0A512PB40
contig_1	cds	91028	92062	-	BDPILM_00083		RNA polymerase sigma factor	GO:0003677, GO:0006352, GO:0006355, GO:0016987, KEGG:K03086, SO:0001217, UniParc:UPI00118FBDDE, UniRef:UniRef100_A0A512PB06, UniRef:UniRef50_A0A0P7BSD4, UniRef:UniRef90_A0A512PB06
contig_1	cds	92382	92573	+	BDPILM_00084		Resolvase/invertase-type recombinase catalytic domain-containing protein	RefSeq:WP_146952141.1, SO:0001217, UniParc:UPI001191A3DF, UniRef:UniRef100_A0A512PAZ9, UniRef:UniRef50_A0A512PAZ9, UniRef:UniRef90_A0A512PAZ9
contig_1	cds	92743	93030	+	BDPILM_00085		hypothetical protein	
contig_1	cds	93078	93743	+	BDPILM_00086	orn	oligoribonuclease	EC:3.1.-.-, GO:0000175, GO:0003676, KEGG:K13288, RefSeq:WP_146952140.1, SO:0001217, UniParc:UPI001193A9B9, UniRef:UniRef100_A0A512PB92, UniRef:UniRef50_P57666, UniRef:UniRef90_A0A512PB92
contig_1	cds	93846	95024	-	BDPILM_00087		3'-phosphate/5'-hydroxy nucleic acid ligase	RefSeq:WP_146952139.1, SO:0001217, UniParc:UPI00119144DF, UniRef:UniRef100_A0A512PAZ1, UniRef:UniRef50_A0A5P9Q9N6, UniRef:UniRef90_A0A512PAZ1
contig_1	tRNA	95191	95263	-	BDPILM_00088	trnH	tRNA-His(gtg)	SO:0000262
contig_1	cds	95332	96258	-	BDPILM_00089		ATP-grasp domain-containing protein	RefSeq:WP_146952138.1, SO:0001217, UniParc:UPI00118F391A, UniRef:UniRef100_A0A512PAZ4, UniRef:UniRef50_C7R2U3, UniRef:UniRef90_A0A512PAZ4
contig_1	cds	96420	98081	+	BDPILM_00090		GGDEF domain-containing protein	RefSeq:WP_146952137.1, SO:0001217, UniParc:UPI0011971BF1, UniRef:UniRef100_A0A512PAZ0, UniRef:UniRef50_A0A511YW18, UniRef:UniRef90_A0A512PAZ0
contig_1	tRNA	98203	98278	-	BDPILM_00091	trnK	tRNA-Lys(ctt)	SO:0000265
contig_1	cds	98345	98557	-	BDPILM_00092		hypothetical protein	RefSeq:WP_146952136.1, SO:0001217, UniParc:UPI001195DBA7, UniRef:UniRef100_A0A512PB08, UniRef:UniRef50_A0A512PB08, UniRef:UniRef90_A0A512PB08
contig_1	cds	98704	99000	-	BDPILM_00093		10 kDa chaperonin	KEGG:K04078, RefSeq:WP_146952400.1, SO:0001217, UniParc:UPI001194AE7A, UniRef:UniRef100_A0A512PAZ3, UniRef:UniRef50_A0A7W0GEM2, UniRef:UniRef90_A0A512PAZ3
contig_1	cds	99142	99609	+	BDPILM_00094		thioredoxin-dependent peroxiredoxin	EC:1.11.1.24, KEGG:K03564, RefSeq:WP_146952135.1, SO:0001217, UniParc:UPI00118FAF7A, UniRef:UniRef100_A0A512PB32, UniRef:UniRef50_P9WIE1, UniRef:UniRef90_A0A512PB32
contig_1	tRNA	99741	99823	+	BDPILM_00095	trnL	tRNA-Leu(tag)	SO:0000264
contig_1	cds	99881	100249	-	BDPILM_00096	trxA	thioredoxin	GO:0015035, RefSeq:WP_146952134.1, SO:0001217, UniParc:UPI0011BFC213, UniRef:UniRef100_A0A512PAZ5, UniRef:UniRef50_A0A7Z8K3L7, UniRef:UniRef90_A0A512PAZ5
contig_1	cds	100362	100916	+	BDPILM_00097		DUF4916 domain-containing protein	RefSeq:WP_146952133.1, SO:0001217, UniParc:UPI001191774F, UniRef:UniRef100_A0A512PAY9, UniRef:UniRef50_D1BJZ5, UniRef:UniRef90_A0A512PAY9
contig_1	cds	100937	102625	-	BDPILM_00098		ABC transporter ATP-binding protein	SO:0001217, UniParc:UPI00118F7E0E, UniRef:UniRef100_A0A512PAY6, UniRef:UniRef50_A0A163QS90, UniRef:UniRef90_A0A512PAY6
contig_1	cds	102633	103253	-	BDPILM_00099	rdgB	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	EC:3.6.1.66, GO:0006281, GO:0035870, GO:0036222, KEGG:K01519, RefSeq:WP_146952132.1, SO:0001217, UniParc:UPI001195052F, UniRef:UniRef100_A0A512PB82, UniRef:UniRef50_P9WMR7, UniRef:UniRef90_A0A512PB82
contig_1	cds	103250	104041	-	BDPILM_00100	rph	ribonuclease PH	EC:2.7.7.56, GO:0000049, GO:0008033, GO:0009022, KEGG:K00989, RefSeq:WP_146952131.1, SO:0001217, UniParc:UPI001195B3D8, UniRef:UniRef100_A0A512PAY3, UniRef:UniRef50_Q8G7I0, UniRef:UniRef90_A0A512PAY3
contig_1	cds	104111	104899	-	BDPILM_00101		Metal-dependent hydrolase	EC:3.1.26.11, KEGG:K00784, RefSeq:WP_146952130.1, SO:0001217, UniParc:UPI0011909754, UniRef:UniRef100_A0A512PAY4, UniRef:UniRef50_A0A161XCW5, UniRef:UniRef90_A0A512PAY4
contig_1	cds	104896	105711	-	BDPILM_00102	murI	glutamate racemase	EC:5.1.1.3, GO:0008881, GO:0009252, RefSeq:WP_146952129.1, SO:0001217, UniParc:UPI0011BE922A, UniRef:UniRef100_UPI0011BE922A, UniRef:UniRef50_C5BY82, UniRef:UniRef90_A0A402DPH6
contig_1	cds	105722	106489	-	BDPILM_00103		DUF2017 domain-containing protein	RefSeq:WP_146952128.1, SO:0001217, UniParc:UPI0011951609, UniRef:UniRef100_A0A512PAZ8, UniRef:UniRef50_A0A7Y9JZH0, UniRef:UniRef90_A0A512PAZ8
